,borough,type,site_name,borough_name,latitude,longitude
969,Westminster,Pubs,Green Man,City of Westminster,51.51890795697203,-0.13943559779417392
970,Westminster,Pubs,Social,City of Westminster,51.517434402995065,-0.1406487639292005
971,Westminster,Pubs,Riding House Cafe,City of Westminster,51.518352437344035,-0.14069784128105273
972,Westminster,Pubs,Kings Arms,City of Westminster,51.518534311956174,-0.14025801274068667
973,Westminster,Pubs,Market Place,City of Westminster,51.51645072086362,-0.14042940443649934
974,Westminster,Pubs,Cock,City of Westminster,51.51682708985217,-0.1414806589258329
975,Westminster,Pubs,KuPP,City of Westminster,51.51871900839574,-0.1731863945600757
976,Westminster,Pubs,Lockhouse,City of Westminster,51.519119855916536,-0.1717865965091418
977,Westminster,Pubs,Green Man,City of Westminster,51.520646762628154,-0.17051459464739052
978,Westminster,Pubs,146 Paddington,City of Westminster,51.51575857288605,-0.17595689655945831
979,Westminster,Pubs,Dar Marrakesh,City of Westminster,51.52314712837303,-0.17400375057265538
980,Westminster,Pubs,Cabin,City of Westminster,51.516472329051034,-0.17674992070968967
981,Westminster,Pubs,Beer House,City of Westminster,51.516472329051034,-0.17674992070968967
982,Westminster,Pubs,Mad Bishop & Bear,City of Westminster,51.516472329051034,-0.17674992070968967
983,Westminster,Pubs,Dickens Tavern,City of Westminster,51.51578919175553,-0.17445672012937674
984,Westminster,Pubs,Sawyers Arms,City of Westminster,51.5153847736901,-0.17447289781009484
985,Westminster,Pubs,Sussex Arms,City of Westminster,51.5153847736901,-0.17447289781009484
986,Westminster,Pubs,Cork & Bottle,City of Westminster,51.51482349561326,-0.17538893710919487
987,Westminster,Pubs,Monkey Puzzle,City of Westminster,51.51689444606329,-0.17093888579674987
988,Westminster,Pubs,Sky 23 at Hilton Metropole Hotel,City of Westminster,51.519486085335856,-0.16989807943969654
989,Westminster,Pubs,Rackhouse at Hilton Metropole Hotel,City of Westminster,51.519486085335856,-0.16989807943969654
990,Westminster,Pubs,EDG bar & Lounge at Hilton Metropole Hotel,City of Westminster,51.519486085335856,-0.16989807943969654
991,Westminster,Pubs,Heist Bank,City of Westminster,51.51850068977059,-0.17707246377105978
992,Westminster,Pubs,Royal Standard,City of Westminster,51.517967949654405,-0.17000220728722673
993,Westminster,Pubs,Royal Exchange,City of Westminster,51.51821576632089,-0.16974723460115587
994,Westminster,Pubs,Cads,City of Westminster,51.51620872458235,-0.17194646388192156
995,Westminster,Pubs,Fountains Abbey,City of Westminster,51.51636550411192,-0.17392920397943853
996,Westminster,Pubs,Duke of Kendal,City of Westminster,51.51468107280328,-0.16568049548280336
997,Westminster,Pubs,Heron,City of Westminster,51.51673825807718,-0.1672697502460647
998,Westminster,Pubs,Salt Bar,City of Westminster,51.51423781464966,-0.16206635203623376
999,Westminster,Pubs,Victoria,City of Westminster,51.513485883171796,-0.1709169576225519
1000,Westminster,Pubs,Serpentine Bar & Kitchen,City of Westminster,51.507999450114326,-0.1662516239247686
1001,Westminster,Pubs,Pride of Paddington,City of Westminster,51.51474636200384,-0.17679005043504825
1002,Westminster,Pubs,Leinster Arms,City of Westminster,51.511665551272095,-0.182821913429672
1003,Westminster,Pubs,Swan,City of Westminster,51.51170626525376,-0.17675296335585175
1004,Westminster,Pubs,Mitre,City of Westminster,51.512491387583296,-0.17866721421221035
1005,Westminster,Pubs,Prince Alfred,City of Westminster,51.51323006097552,-0.1874579918838946
1006,Westminster,Pubs,Kings Head,City of Westminster,51.51239287778208,-0.18914860843505146
1007,Westminster,Pubs,Phoenix,City of Westminster,51.512297036324455,-0.1899306522365456
1008,Westminster,Pubs,Prince Edward,City of Westminster,51.51318113848414,-0.1936139233742816
1009,Westminster,Pubs,Bayswater Arms,City of Westminster,51.51211245453121,-0.187877082655975
1010,Westminster,Pubs,Queens Ice & Bowl,City of Westminster,51.510944657154724,-0.18737581158218844
1011,Westminster,Pubs,65 Westbourne,City of Westminster,51.51525483938064,-0.1916293527495492
1012,Westminster,Pubs,Porchester,City of Westminster,51.51612338789656,-0.1878907731599388
1013,Westminster,Pubs,Pomona's,City of Westminster,51.51545677128635,-0.1942300795304111
1014,Westminster,Pubs,Prince Bonaparte,City of Westminster,51.516768878754256,-0.19534563389218
1015,Westminster,Pubs,Westbourne,City of Westminster,51.519399357642186,-0.1944776518448237
1016,Westminster,Pubs,Cow,City of Westminster,51.51903908621283,-0.1950252251209996
1017,Westminster,Pubs,Cleveland Arms,City of Westminster,51.51490242261087,-0.18104998057903235
1018,Westminster,Pubs,Smith's Bar & Grill,City of Westminster,51.519142015489216,-0.17899274073187352
1019,Westminster,Pubs,Union Bar & Grill,City of Westminster,51.5192812006519,-0.18042859610602865
1020,Westminster,Pubs,Prince of Wales,City of Westminster,51.51695649730234,-0.18013213119835794
1021,Westminster,Pubs,Bridge House,City of Westminster,51.52061310725376,-0.1845556912424851
1022,Westminster,Pubs,Windsor Castle,City of Westminster,51.52546172174378,-0.17885581454250954
1023,Westminster,Pubs,Prince Alfred,City of Westminster,51.524662433262215,-0.1847261190017737
1024,Westminster,Pubs,Real Ale,City of Westminster,51.524662433262215,-0.1847261190017737
1025,Westminster,Pubs,Warrington,City of Westminster,51.52652155805662,-0.18341233102845544
1026,Westminster,Pubs,Elgin,City of Westminster,51.53025471907782,-0.1858155610044216
1027,Westminster,Pubs,Eagle,City of Westminster,51.525360362045795,-0.17927792545907245
1028,Westminster,Pubs,Union Tavern,City of Westminster,51.52283025290686,-0.20005029322784984
1029,Westminster,Pubs,Angies Freehouse II,City of Westminster,51.52365633600916,-0.20114210599321525
1030,Westminster,Pubs,Hero of Maida,City of Westminster,51.52415890677107,-0.18822031963024385
1031,Westminster,Pubs,Waterway,City of Westminster,51.52273991743503,-0.1877577237752409
1032,Westminster,Pubs,Warwick Castle,City of Westminster,51.5221021355836,-0.18373244839669708
1033,Westminster,Pubs,Kenricks Bar,City of Westminster,51.52457530667578,-0.2018410721763765
1034,Westminster,Pubs,Old White Horse,City of Westminster,51.514721726061524,-0.1171656237766198
1035,Westminster,Pubs,Tuttons,City of Westminster,51.512256947206545,-0.12160530437655367
1036,Westminster,Pubs,Nell of Old Drury,City of Westminster,51.51247214808651,-0.12044348403111366
1037,Westminster,Pubs,Lowlander,City of Westminster,51.514616343448715,-0.12237296317593745
1038,Westminster,Pubs,Prince of Wales,City of Westminster,51.51464191448508,-0.12172333836522398
1039,Westminster,Pubs,Bow Street Tavern,City of Westminster,51.51303534101294,-0.12135708649183753
1040,Westminster,Pubs,Marquess Of Anglesey,City of Westminster,51.51303534101294,-0.12135708649183753
1041,Westminster,Pubs,Coach & Horses,City of Westminster,51.51242145787959,-0.12064733990237388
1042,Westminster,Pubs,Mabel's,City of Westminster,51.510653154303334,-0.12366008697747677
1043,Westminster,Pubs,Cinnamon Bazaar,City of Westminster,51.510653154303334,-0.12366008697747677
1044,Westminster,Pubs,Grind,City of Westminster,51.511043966198514,-0.1227937376178694
1045,Westminster,Pubs,Maple Leaf,City of Westminster,51.511043966198514,-0.1227937376178694
1046,Westminster,Pubs,Big Easy,City of Westminster,51.51067758043296,-0.12293850879174036
1047,Westminster,Pubs,Porterhouse,City of Westminster,51.51067758043296,-0.12293850879174036
1048,Westminster,Pubs,Roadhouse,City of Westminster,51.51206247418352,-0.12293920414642664
1049,Westminster,Pubs,Nags Head,City of Westminster,51.51301899508324,-0.12370695092929515
1050,Westminster,Pubs,White Lion,City of Westminster,51.51285446480484,-0.12410284301677192
1051,Westminster,Pubs,All Bar One,City of Westminster,51.510734493078566,-0.12424761486601245
1052,Westminster,Pubs,Punch & Judy,City of Westminster,51.51206247418352,-0.12293920414642664
1053,Westminster,Pubs,Maxwells,City of Westminster,51.51094372360888,-0.12439754392175795
1054,Westminster,Pubs,Round House,City of Westminster,51.51138197933895,-0.1259359989496975
1055,Westminster,Pubs,Lamb & Flag,City of Westminster,51.51166311471133,-0.125520925945977
1056,Westminster,Pubs,Sun Tavern,City of Westminster,51.513962841139104,-0.12255838571267745
1057,Westminster,Pubs,Freemasons Arms,City of Westminster,51.5145264752159,-0.12237666038570852
1058,Westminster,Pubs,Porcupine,City of Westminster,51.51174161008827,-0.12818388711786285
1059,Westminster,Pubs,Cambridge,City of Westminster,51.513615876017525,-0.12954825949351031
1060,Westminster,Pubs,Montagu Pyke,City of Westminster,51.51399768714674,-0.1298064494359692
1061,Westminster,Pubs,Royal George,City of Westminster,51.515147707469396,-0.13086911402261925
1062,Westminster,Pubs,Garrick Arms,City of Westminster,51.51035579625396,-0.1281254255552126
1063,Westminster,Pubs,Brewmaster,City of Westminster,51.511430310997156,-0.12783636051237593
1064,Westminster,Pubs,Zoo Too,City of Westminster,51.51084565656433,-0.12895561666063973
1065,Westminster,Pubs,Zoo Bar,City of Westminster,51.51084565656433,-0.12895561666063973
1066,Westminster,Pubs,La Chandelle,City of Westminster,51.510055272664054,-0.12901683748150247
1067,Westminster,Pubs,Bear & Staff,City of Westminster,51.510850967518294,-0.1287248145337038
1068,Westminster,Pubs,Ku Bar,City of Westminster,51.51177724482814,-0.12985419650642066
1069,Westminster,Pubs,Slug & Lettuce,City of Westminster,51.511351313726855,-0.13134163946862146
1070,Westminster,Pubs,Imperial,City of Westminster,51.51109555138716,-0.13109270158420833
1071,Westminster,Pubs,Squares,City of Westminster,51.50919155470133,-0.1301186538357948
1072,Westminster,Pubs,Salvador & Amanda,City of Westminster,51.51198703593068,-0.1277847013435637
1073,Westminster,Pubs,TGI Fridays Bar & Restaurant,City of Westminster,51.51013684353283,-0.12905672787230055
1074,Westminster,Pubs,Moon Under Water,City of Westminster,51.51068871707272,-0.1292646907887901
1075,Westminster,Pubs,Chiquito,City of Westminster,51.51068871707272,-0.1292646907887901
1076,Westminster,Pubs,All Bar One,City of Westminster,51.51039205176332,-0.13096298083392027
1077,Westminster,Pubs,Long Acre,City of Westminster,51.51226725812736,-0.12731202376080786
1078,Westminster,Pubs,Browns Bar & Brasserie,City of Westminster,51.51128815159206,-0.12738101809178012
1079,Westminster,Pubs,Round Table,City of Westminster,51.510895719068145,-0.1275844680755414
1080,Westminster,Pubs,Salisbury,City of Westminster,51.51079987263488,-0.12721370048272584
1081,Westminster,Pubs,Lemon Tree,City of Westminster,51.509939942406,-0.12573580129250633
1082,Westminster,Pubs,Terroirs,City of Westminster,51.5093961289892,-0.12546990856627882
1083,Westminster,Pubs,Mr Fogg's Tavern,City of Westminster,51.510829380911204,-0.12680896713116682
1084,Westminster,Pubs,Chandos,City of Westminster,51.5100180346573,-0.12668373860384294
1085,Westminster,Pubs,Marquis,City of Westminster,51.509769422492106,-0.12575721404840867
1086,Westminster,Pubs,Harp,City of Westminster,51.509769422492106,-0.12575721404840867
1087,Westminster,Pubs,Halfway To Heaven,City of Westminster,51.508475533483676,-0.12638677060082784
1088,Westminster,Pubs,Alchemist,City of Westminster,51.511263279393255,-0.12694968874046114
1089,Westminster,Pubs,White Swan,City of Westminster,51.511018133428145,-0.12567711749298982
1090,Westminster,Pubs,Kerridge's Bar & Grill,City of Westminster,51.506737655084436,-0.12455594769404214
1091,Westminster,Pubs,Sherlock Holmes,City of Westminster,51.50736810655056,-0.1251785160692055
1092,Westminster,Pubs,Hispaniola,City of Westminster,51.506081852793315,-0.12234933419850035
1093,Westminster,Pubs,Admiralty,City of Westminster,51.50727997025858,-0.12866945415769973
1094,Westminster,Pubs,Beer House,City of Westminster,51.508359889515724,-0.12477751328598205
1095,Westminster,Pubs,Ship & Shovell,City of Westminster,51.507575042121296,-0.12462241798901633
1096,Westminster,Pubs,Retro Bar,City of Westminster,51.50913207529875,-0.12357850060311933
1097,Westminster,Pubs,Theodore Bullfrog,City of Westminster,51.508841038445475,-0.1239363256183548
1098,Westminster,Pubs,Princess of Wales,City of Westminster,51.508218413681824,-0.12380339706979138
1099,Westminster,Pubs,Champagne Charlie's,City of Westminster,51.508088218079756,-0.12409696164921485
1100,Westminster,Pubs,Players Bar & Kitchen,City of Westminster,51.508088218079756,-0.12409696164921485
1101,Westminster,Pubs,All Bar One,City of Westminster,51.50837533044579,-0.12461836064569623
1102,Westminster,Pubs,Hungerford House Bar & Kitchen,City of Westminster,51.5073897784933,-0.12203614854412848
1103,Westminster,Pubs,Savoy Tap,City of Westminster,51.510908871653,-0.11941257716401354
1104,Westminster,Pubs,Coal Hole,City of Westminster,51.51021370899672,-0.12148762746916834
1105,Westminster,Pubs,Knights Bar,City of Westminster,51.51055173762729,-0.12069549823188687
1106,Westminster,Pubs,Lyceum Tavern,City of Westminster,51.51124831018016,-0.11983094238265955
1107,Westminster,Pubs,Wellington,City of Westminster,51.51124831018016,-0.11983094238265955
1108,Westminster,Pubs,Nell Gwynne,City of Westminster,51.51046074411869,-0.12287536847388933
1109,Westminster,Pubs,George,City of Westminster,51.51308952220975,-0.1129669352677852
1110,Westminster,Pubs,Daly's Wine Bar,City of Westminster,51.51308952220975,-0.1129669352677852
1111,Westminster,Pubs,Salsa!,City of Westminster,51.511032752247964,-0.11368607304653995
1112,Westminster,Pubs,Edgar Wallace,City of Westminster,51.512871985803116,-0.1128606314743298
1113,Westminster,Pubs,Temple Brew House,City of Westminster,51.512871985803116,-0.1128606314743298
1114,Westminster,Pubs,Cheshire Cheese,City of Westminster,51.51268673844062,-0.11308447209419903
1115,Westminster,Pubs,Simmons,City of Westminster,51.51279277392786,-0.11352686496134075
1116,Westminster,Skate Parks,Royal-Oak,City of Westminster,51.51975162664771,-0.19091541868833944
1117,Westminster,Textile design,Rachna Garodia,Westminster,51.529545947834045,-0.1987616614194587
1118,Westminster,Theatre rehearsal studio,St Gabriel's Halls,City of Westminster,51.48634073380638,-0.14254817277255702
1119,Westminster,Theatre rehearsal studio,Paines Plough,City of Westminster,51.51290854263306,-0.1190563571679659
1120,Westminster,Theatre rehearsal studio,Westminster St Peterâs Eaton Square Primary School,City of Westminster,51.49815302220654,-0.14911315200805628
1121,Westminster,Theatre rehearsal studio,Her Majestyâs Theatre â Dome room,City of Westminster,51.50812452822598,-0.1320069295137484
1122,Westminster,Theatre rehearsal studio,ICA Theatre,City of Westminster,51.506631676525394,-0.13030997342101647
1123,Westminster,Theatre rehearsal studio,"Breather, Lexington Street in Central Soho",City of Westminster,51.51250352664154,-0.13593514433981987
1124,Westminster,Theatre rehearsal studio,St James' Church Piccadilly,City of Westminster,51.5088725336655,-0.1366310392078149
1125,Westminster,Theatre rehearsal studio,Danceworks,City of Westminster,51.51318751295664,-0.15245246485470965
1126,Westminster,Theatre rehearsal studio,Carousel Spaces,City of Westminster,51.517881069211796,-0.15641358450703854
1127,Westminster,Theatre rehearsal studio,Paddington Arts Centre,City of Westminster,51.523065907972565,-0.20017073511233047
1128,Westminster,Theatre rehearsal studio,Weston Studio,City of Westminster,51.51463832894062,-0.11757262192671054
1129,Westminster,Theatre rehearsal studio,Club for Acts and Actors,City of Westminster,51.51076582055996,-0.12508219668564804
1130,Westminster,Theatre rehearsal studio,Rooms at the Arts,City of Westminster,51.51213452367709,-0.12744717889980556
1131,Westminster,Theatre rehearsal studio,Pineapple,City of Westminster,51.5133558715691,-0.12509109902164256
1132,Westminster,Theatre rehearsal studio,Raindance Film Festival,City of Westminster,51.507631946094634,-0.1253694290572498
1133,Westminster,Theatres,Piccadilly Theatre,City of Westminster,51.51156528850338,-0.13698033213759486
1134,Westminster,Theatres,Phoenix Theatre,City of Westminster,51.515175561481364,-0.13131825786002932
1135,Westminster,Theatres,Tristan Bates Theatre,City of Westminster,51.513796209141795,-0.12968409296420888
1136,Westminster,Theatres,St Martin's Theatre,City of Westminster,51.51335015913303,-0.12921562921709398
1137,Westminster,Theatres,Ambassadors Theatre,City of Westminster,51.51350873810073,-0.1295693977545588
1138,Westminster,Theatres,London Palladium,City of Westminster,51.51497988562011,-0.14189891815085287
1139,Westminster,Theatres,Britten Opera Theatre,City of Westminster,51.499792190730496,-0.17846505681994412
1140,Westminster,Theatres,Jermyn Street Theatre,City of Westminster,51.50967047435621,-0.13651034134009232
1141,Westminster,Theatres,Harold Pinter Theatre,City of Westminster,51.509834514136855,-0.13327566087055495
1142,Westminster,Theatres,Gielgud Theatre,City of Westminster,51.51252023598477,-0.13480856380696835
1143,Westminster,Theatres,Vaudeville Theatre,City of Westminster,51.51085658102539,-0.12408358264298593
1144,Westminster,Theatres,Royal Opera House,City of Westminster,51.5135573287082,-0.1242606212540359
1145,Westminster,Theatres,Institute of Contemporary Arts,City of Westminster,51.5071417909369,-0.13191574150498805
1146,Westminster,Theatres,Apollo Theatre,City of Westminster,51.51201028102943,-0.1349875350540233
1147,Westminster,Theatres,May Fair Theatre ,City of Westminster,51.50802525819279,-0.14548365964491505
1148,Westminster,Theatres,Palace Theatre,City of Westminster,51.513596199676506,-0.1312339360214543
1149,Westminster,Theatres,Soho Theatre,City of Westminster,51.51488794019928,-0.1345135108576875
1150,Westminster,Theatres,Theatre Royal Drury Lane ,City of Westminster,51.513385386372995,-0.12194784546272674
1151,Westminster,Theatres,Puppet Theatre Barge,City of Westminster,51.522241623225156,-0.18632704023412355
1152,Westminster,Theatres,The Other Palace,City of Westminster,51.499236336099386,-0.1436924369635553
1153,Westminster,Theatres,The Lyceum Theatre,City of Westminster,51.51193352420293,-0.12171983789887553
1154,Westminster,Theatres,Charing Cross Theatre,City of Westminster,51.50859876232428,-0.12570337812523896
1155,Westminster,Theatres,Criterion Theatre,City of Westminster,51.510208444551665,-0.13529247074928955
1156,Westminster,Theatres,Sarah Siddons Theatre,City of Westminster,51.52139370038697,-0.17602720387005574
1157,Westminster,Theatres,Novello Theatre,City of Westminster,51.513011437152635,-0.12104092694342652
1158,Westminster,Theatres,Regents Park Open Air Theatre,City of Westminster,51.528807349274174,-0.15603980441207388
1159,Westminster,Theatres,The Yaa Centre,City of Westminster,51.52406349493783,-0.1966664278828116
1160,Westminster,Theatres,Cockpit Theatre,City of Westminster,51.524957453241264,-0.1708692755933803
1161,Westminster,Theatres,Trafalgar Studios,City of Westminster,51.506971855270606,-0.12911301234742875
1162,Westminster,Theatres,Apollo Victoria,City of Westminster,51.496287605768565,-0.14425831465409358
1163,Westminster,Theatres,Her Majesty's Theatre,City of Westminster,51.508634620890895,-0.1336126049007627
1164,Westminster,Theatres,Aldwych Theatre,City of Westminster,51.51358639460768,-0.1204699953287099
1165,Westminster,Theatres,Fortune Theatre,City of Westminster,51.51375934541474,-0.1223218172608624
1166,Westminster,Theatres,Duchess Theatre,City of Westminster,51.51270146029003,-0.12134189119420632
1167,Westminster,Theatres,Adelphi Theatre,City of Westminster,51.51063759528034,-0.1244245447812526
1168,Westminster,Theatres,Iris Theatre,City of Westminster,51.51209234480673,-0.12533318606771207
1169,Westminster,Theatres,Wyndham's Theatre,City of Westminster,51.511568413584925,-0.1298180350542819
1170,Westminster,Theatres,Garrick Theatre,City of Westminster,51.51045552524477,-0.12938805369313985
1171,Westminster,Theatres,Arts Theatre,City of Westminster,51.51264432776856,-0.12905413192893792
1172,Westminster,Theatres,Leicester Square Theatre,City of Westminster,51.511850354877566,-0.13167985723709952
1173,Westminster,Theatres,Duke of York's Theatre,City of Westminster,51.5107165109118,-0.12878711841979462
1174,Westminster,Theatres,London Coliseum ,City of Westminster,51.51042255432006,-0.1278772016378012
1175,Westminster,Theatres,NoÃÂ«l Coward Theatre,City of Westminster,51.511310455269864,-0.12882012772681098
1176,Westminster,Theatres,Playhouse theatre,City of Westminster,51.5074768743501,-0.12528839633683034
1177,Westminster,Theatres,Prince Edward Theatre,City of Westminster,51.51426411438776,-0.13253282091334742
1178,Westminster,Theatres,Prince of Wales Theatre,City of Westminster,51.51051044954453,-0.13337766385438113
1179,Westminster,Theatres,Queen's Theatre ,City of Westminster,51.51251524158,-0.13450659214697128
1180,Westminster,Theatres,Lyric Theatre,City of Westminster,51.511783294760974,-0.13540049085214792
1181,Westminster,Theatres,Canal CafÃÂ© Theatre,City of Westminster,51.52168049755769,-0.18627770541574026
1182,Westminster,Theatres,Theatre Royal Haymarket,City of Westminster,51.509342568064135,-0.13284869232864002
1183,Westminster,Theatres,Savoy Theatre,City of Westminster,51.51067862590072,-0.12247673659403585
1184,Westminster,Theatres,Victoria Palace,City of Westminster,51.4975144949599,-0.14394937226188534
0,Islington,Archives,Writers and Scholars Educational Trust (Index on Censorship),Islington,51.52727965313077,-0.10847310863580012
1,Islington,Archives,Survival International,Islington,51.5229243516096,-0.09828900921743924
2,Islington,Archives,International PEN,Islington,51.52300920403703,-0.09853053547654017
3,Islington,Archives,Society of Genealogists,Islington,51.52269490471264,-0.09855804917057792
4,Islington,Archives,Honourable Artillery Company,Islington,51.52301548170287,-0.08841060799345134
5,Islington,Archives,Marx Memorial Library,Islington,51.52296493612978,-0.10579774333375344
6,Islington,Archives,Corps of Commissionaires (Corps Security),Islington,51.520037743349924,-0.102733663011363
7,Islington,Archives,"Amnesty International, International Secretariat",Islington,51.525820654714394,-0.11112852782923603
8,Islington,Archives,Royal Statistical Society,Islington,51.52252541643514,-0.09089616222437484
9,Islington,Archives,Royal National Institute for the Deaf,Islington,51.52448381390514,-0.08856532319578482
10,Islington,Archives,Mencap,Islington,51.52387977400425,-0.09565435130295027
11,Islington,Archives,Scope (formerly the Spastics Society),Islington,51.54710286681222,-0.1187420269562714
12,Islington,Archives,Guildhall Library Manuscripts Section,Islington,51.52537594646614,-0.10752849253640263
13,Islington,Archives,London Metropolitan Archives: City of London,Islington,51.52537594646614,-0.10752849253640263
14,Islington,Archives,"City, University of London",Islington,51.52770618350995,-0.10258775571792003
15,Islington,Archives,Prison Reform Trust,Islington,51.52385618548952,-0.10029720349807827
16,Islington,Archives,Legal Action Group,Islington,51.53119214729102,-0.11970106138684534
17,Islington,Archives,Association for the Conservation of Energy,Islington,51.53567981659257,-0.09686313372981864
18,Islington,Archives,UKCISA: UK Council for International Student Affairs,Islington,51.53662961935972,-0.10442271349906376
19,Islington,Archives,Museum of Order of St John,Islington,51.521922620859975,-0.10251113968126638
20,Islington,Archives,British Psychological Society: History of Psychology Centre,Islington,51.5231933158545,-0.0860822538539598
21,Islington,Archives,Tavistock Institute of Human Relations,Islington,51.5231933158545,-0.0860822538539598
22,Islington,Archives,Working Men's Club & Institute Union Ltd,Islington,51.54566033595098,-0.1034415082867641
23,Islington,Archives,British Deaf Association,Islington,51.52231070353526,-0.08655173709362374
24,Islington,Archives,Save the Children UK,Islington,51.52076509979216,-0.10211241904071244
25,Islington,Archives,National Council for Voluntary Youth Services,Islington,51.533056699882565,-0.10647446833028684
26,Islington,Archives,Guardian News & Media Archive (formerly the Newsroom),Islington,51.53499868568378,-0.12154839713330297
27,Islington,Archives,ActionAid Central Archive,Islington,51.56568099004549,-0.13560724282812378
28,Islington,Archives,Evangelical Alliance,Islington,51.53708311662908,-0.11974658669181422
29,Islington,Archives,National Council of Voluntary Child Care Organisations,Islington,51.529252141928126,-0.10142772905825496
30,Islington,Archives,Church Times,Islington,51.52353626788522,-0.09499115398056324
31,Islington,Archives,Islington Local History Centre,Islington,51.52648754808226,-0.1045270017088627
32,Islington,Archives,Community Service Volunteers,Islington,51.53092501803064,-0.11818377968335328
33,Islington,Archives,Fields in Trust (formerly the National Playing Fields Association),Islington,51.53442883560912,-0.1219035025219874
34,Islington,Artists workspaces,,Islington,51.53235040267073,-0.10784469715996838
35,Islington,Artists workspaces,Peabody Yard,Islington,51.538936540961075,-0.09639553859548547
36,Islington,Artists workspaces,,Islington,51.55218806495508,-0.09396712155643301
37,Islington,Artists workspaces,,Islington,51.55994393828646,-0.11368203018642035
38,Islington,Artists workspaces,Archway,Islington,51.56516889788501,-0.13394003887487785
39,Islington,Artists workspaces,,Islington,51.565997226865285,-0.1311790848241663
40,Islington,Cinemas,"Vue Islington 




",Islington,51.534235961787225,-0.10599293766235238
41,Islington,Cinemas,Everyman Screen on the Green,Islington,51.536888037265854,-0.10371981890475368
42,Islington,Cinemas,Odeon Holloway,Islington,51.55871978847875,-0.1214508597330454
43,Islington,Commercial galleries,Eagle Gallery,Islington,51.52416186295282,-0.10975562584639502
44,Islington,Commercial galleries,Work,Islington,51.54283831211358,-0.09135809100975388
45,Islington,Commercial galleries,Dreamspace Gallery,Islington,51.522585986674436,-0.09240723722920853
46,Islington,Commercial galleries,Bloomberg Space,Islington,51.52000016879588,-0.08713872420874462
47,Islington,Commercial galleries,Arcade,Islington,51.527012637688074,-0.09641740763225776
48,Islington,Commercial galleries,Sway Gallery,Islington,51.52424073682208,-0.0951779751064024
49,Islington,Commercial galleries,Islington Arts Factory,Islington,51.55421886757041,-0.12284805121234275
50,Islington,Commercial galleries,James Freeman Gallery,Islington,51.534607630465935,-0.1045067563442478
51,Islington,Commercial galleries,Curious Duke Gallery,Islington,51.5236833609929,-0.09352902577367936
52,Islington,Commercial galleries,Modern Art 1,Islington,51.52503946467611,-0.09452473337642593
53,Islington,Commercial galleries,All Visual Arts,Islington,51.53146407783977,-0.12039633362364635
54,Islington,Commercial galleries,Cubitt Gallery,Islington,51.532350403739635,-0.10784469535514336
55,Islington,Commercial galleries,Medici Gallery,Islington,51.53269654671579,-0.1081187049026036
56,Islington,Commercial galleries,Guardian News & Media,Islington,51.53499868675289,-0.12154839532869142
57,Islington,Commercial galleries,Beers London,Islington,51.52700709415976,-0.08889209434164955
58,Islington,Commercial galleries,Pangolin London,Islington,51.53499868675289,-0.12154839532869142
59,Islington,Commercial galleries,William Benington,Islington,51.530200012977865,-0.10610285387224007
60,Islington,Community centres,The Arc Centre,Islington,51.53597936681521,-0.09592777695739133
61,Islington,Community centres,Ringcross Community Centre,Islington,51.54972668071672,-0.11469603866498068
62,Islington,Community centres,Bentham Community Centre,Islington,51.540907114030716,-0.09370303933960857
63,Islington,Community centres,St Johns' Community Centre,Islington,51.56734278811938,-0.12871424040992915
64,Islington,Community centres,Aubert Court Community Centre,Islington,51.55660381708859,-0.10174571773787136
65,Islington,Community centres,Earlstoke Estate Community Room,Islington,51.528799888325224,-0.10182139954865367
66,Islington,Community centres,Walter Sickert Community Centre,Islington,51.54266564682352,-0.09345646140706704
67,Islington,Community centres,Providence Place Community Centre,Islington,51.53709566130642,-0.10376886457328717
68,Islington,Community centres,Brickworks Community Centre,Islington,51.57195918810297,-0.11823567902527647
69,Islington,Community centres,Hind House Community Rooms,Islington,51.55697654745257,-0.11034253462889672
70,Islington,Community centres,Goodinge Community Centre,Islington,51.54804244927677,-0.12575623125007507
71,Islington,Community centres,Halfmoon Crescent Co-op,Islington,51.534193566549284,-0.11340603226748412
72,Islington,Community centres,York Way Community Centre,Islington,51.53589250861189,-0.12064641624568084
73,Islington,Community centres,Westbourne Community Centre,Islington,51.54681250078188,-0.11522039169517878
74,Islington,Community centres,Nailour Hall Community Centre,Islington,51.54475739432301,-0.12052620602590128
75,Islington,Community centres,Almorah Community Centre,Islington,51.540721541320636,-0.08673098878546176
76,Islington,Community centres,Hilldrop Community Centre,Islington,51.55169878420974,-0.1300341999322577
77,Islington,Community centres,Hargrave Hall Community Centre,Islington,51.5637050355705,-0.13349497316019193
78,Islington,Community centres,Hornsey Lane Community Centre,Islington,51.57276636884139,-0.13217147350640288
79,Islington,Community centres,Loraine Community Centre,Islington,51.55476689929407,-0.11552624837390088
80,Islington,Community centres,Margery Street Community Centre,Islington,51.52677504207373,-0.11287666544503645
81,Islington,Community centres,New Orleans Community Centre,Islington,51.57282071485025,-0.12655562297613018
82,Islington,Community centres,Weston Rise Community Centre,Islington,51.53111217763536,-0.11527805095023486
83,Islington,Community centres,Popham and Cumming Community Centre,Islington,51.53769944541548,-0.09663464210387264
84,Islington,Community centres,Mildmay Community Centre,Islington,51.550866398569234,-0.08241089291456458
85,Islington,Community centres,Stephen's Ink Community Centre,Islington,51.558886491079036,-0.10443504317994677
